id,comment_text,label,distilbert_pred,distilbert_prob,category,notes
510a0209577244de,"Harun Yahya/Adnan Oktar 

This is quoted from the wikipedia article on Harun Yahya:

Even though he often writes about science, he has never actually studied any science at a university level.  (, , )

There are also many disturbing data in that article: he claims to be a moral authority and an expert on Muslim ethics but has anal and oral sex with children, claiming that it is halal. If we are to keep his work in this article he needs to be demonstrated as having some standing as a Quranic scholar. Is he so received in the Muslim world? Is there any evidence for this?",1,0,0.003489,,
d5fb41df77b5b1d1,Don't forget to eat your cyanide tablets now that they found you.,1,0,0.00691,,
8fe9f38e01ddf88b,"""
Yeah I know what the word means, but it's not like his name was """"semen"""" or something like that. I guess what you and I find offensive differ. Whatev  """,1,0,0.000517,,
2632d182094d893c,this book is so boring nad dumb how could any one ever read itIn,1,0,0.399516,,
b1ba84c35a13f661,I'm talking about valid comments buddy.  Use your head.  You have it for a reason...,1,0,0.022008,,
c46d562a171f7288,"""

""""some white people considered black people to be intellectually and socially inferior"""" Only white people thought that? Let's forget about jews/arabs and asian peoples views ) A whole race of people that never invented a written language in 6000 years how could anyone think they are intellectually and socially inferior is crazy ) Must be evil white man again! Now i'm off to listen to black Mozart... oh wait... 
""",1,0,0.229198,,
ce39e5ba2f771266,"Your argument becomes even weaker if you're now going to rely upon your hopes and wishes that the subject has 'moved on'. It is clear that the person had psychiatric problems as a result of this episode, and that any reasonable person might deduce that such problems might be perpetuated and compounded by the digged determination to print the victim's name. Your 'genie in the bottle' analogy again ignores the points that have been made to you above; just because another publication prints his name doesn't mean WP has to, particularly as WP is more likely to be first port of call for anyone searching for information on the video. As for your hope that the article serves as a cautionary tale - how is the inclusion of his name going to further that 'hope'? Finally, you doidn't answer the question I posed, which in my opinion is the nub: 'perhaps you might put yourself in his shoes for one moment, and then ask yourself whether your determination to include what most agree is a non-essential detail has the potential to cause yet more hurt and upset to the victim here?'",1,0,0.004283,,
dec6254b349270e7,"Oh yes, the classic Armenain grandmothers spewing their hate venom.",1,0,0.017345,,
27454c2eb5f83019,yeah black peolpel rpck! @#=-+st++dhs,1,0,0.093489,,
344615554ec422f9,One word: freaks. -,1,0,0.065341,,
4c77e80b3f638664,"the problem started, when this propgandist deleted my comments! which is not allowed. i was responding to a personal attack on me! i dont see newtman being warmed, is it because you all are also zionist JEWS? i think so. And do not accuse me of being antisemitic, because it is not, i am anti-israel, and antizionist for the right reasons, which include policies! ZIONISM is as worse, or even worse and ISLAMIC fundamentalism86.139.179.254",1,0,0.125119,,
20fa4473f52d93d4,"Well,Goodbuy ISIS Terrorist.You will be block by 1 minute.118.101.61.104",1,0,0.004077,,
afd3ae90492e577d,"""

    Where does it say that featured articles have different requirements then other articles? Jeepday 

        The whole point in to get citations for all articles so that they meet the WP:V requirements, I have noticed that tags quite often help by bringing this to attention of users, particularly new-ish users. Cheers SeanMack 

            I agree with Jeepday and SeanMack. Our ultimate goal should be for every article to be of FA quality.  Satori Son 

                That goal is not consensus among editors. But more importantly, inline citations for every fact are not an FA requirement; see WP:FA? section 1c. CMummert · talk 

2. I GAVE THE LINK TO WHAT I WAS REFERRING TO YOU FUCK SO HOW CAN YOU NOT SAY THAT I DID NOT PROVIDE A REFERENCE FUCKTARD? WELL LYING FUCK? 2. FUCKTARD HOW CAN I PROVIDE A REFERENCE TO A DELETED POST YOU FUCKIN MORON?

3: FUCKHOLE DEATHTARD, FOR THE SECOND TIME HERE IS THE CITATION FUCKHOLE AND THIS TIME ON DISPLAY FOR YOUR FUCKHOLE EYES:

Teacher knows something about Catholic bashing

   Posted by Alex Murphy

On Religion 02/22/2007 9:46:01 AM PST · 78 replies · 835+ views

The Bakersfield Californian ^ | Feb 21 2007 | LEONEL MARTINEZ My catechism teacher, Sister Mary Lou Petrillo, was a smart and scrappy nun who drilled into us the basics of Catholicism without demeaning other Christian churches or religions. Too bad Sister Mary Lou isn't available to teach a few intensive lessons on tolerance to the campaign people of presidential candidate John Edwards. Within the last few weeks, two bloggers for the former North Carolina senator resigned after being hit with criticism from conservative Catholic organizations angered by past anti-Catholic remarks the bloggers posted on the Web, according to CNN. Melissa McEwan and Amanda Marcotte quit after groups like the Catholic...

(EXPLETIVE DELETED) CATHOLIC BASHING (Reinhard)

   Posted by jazusamo

On News/Activism 02/15/2007 9:04:00 AM PST · 18 replies · 940+ views

The Oregonian ^ | February 15, 2007 | David Reinhard Welcome, ladies and gentlemen, it's time to play that favorite game of conservatives and Republicans  """"What if . . ."""" Todaywe have a special """"twofer"""" edition of the game that asks: """"What would happen if a Republican tried something like this?"""" Pay attention, double-standard mavens, because this is a multipronged question today: What if . . . . . . a Republican presidential candidate hired a blogmaster whose writings featured vile attacks on other religions and expletive-laced rants against those who disagreed with her? . . . the same Republican also hired another blogger whose writings featured similar...

""""The Catholic League"""", mighty champion of ....gay bashing and anti-semitism ? (Propaganda alert!)

   Posted by Joseph DeMaistre

On Religion 12/09/2006 8:55:50 PM PST · 21 replies · 592+ views

Talk to Action ^ | Sun Jun 25, 2006 | By Bruce Wilson Hate speech is typically the first line of attack employed by bullies, but bullies become emboldened when eliminationalist rhetoric is tolerated, and that societal acceptance can lead to far worse things. I've previously covered hate speech - see Enough Hate Spech To Stun An Ox, and Hatecrime.org has an extensive collection of hate speech targeting homosexuals. Suprisingly - or not - at least one individual whose statements are featured in that archive ( and also in collections of antisemitic rhetoric ) is also leader of a prominent Christian right group that claims to fight against anti-Catholic bias and discrimination who...

CATHOLIC-BASHING PLAYS ARE HOT

   Posted by NYer

On News/Activism 08/18/2006 3:46:38 PM PDT · 23 replies · 548+ views

Catholic League ^ | August 18, 2006 | Bill Donohue Bill Donohue, president of the Catholic League, offered the following comments today on the popularity of Catholic-bashing plays: “The Helen Hayes Theatre in New York must be experiencing hard times these days, otherwise it wouldn’t be home to ‘Kiki & Herb: Alive on Broadway.’ According to Variety, the play claims that the Catholic Church is run by the Nazis and that ‘the devil really does wear Prada’; the devil is the pope. To show how timely they are, the play’s producers manage to squeeze in a smack at Mel Gibson, dropping the line ‘now he wants the Jews to treat him...

The Unholy Battle for Rome(More Catholic & Papal bashing from the Left)

   Posted by kellynlaNE",1,0,0.001446,,
978dca9521f3422c,"Faerie's Aire and Death Waltz 

Hi. Just thought I'd let you know that I've declined your G1 nomination of Faerie's Aire and Death Waltz. The G1 criterion is very narrow, and should generally only be applied to pages consisting of incomprehensible gibberish with no meaningful content. Thanks!    Fool",1,0,0.035594,,
4c32e6c08ba8569a,"""
I even found figure exactly for article case which illustrates bullet drop with numbers and is very easy to understand. But i am tired from expert editors. I will present this link if (after checking numbers on figure) you will name yourself """"stupid noob"""" and you will stop editing articles in which you are noob. 

Just to prove that wikieditors does not care about wikipedia quality. Thats why wikipedia is so full of shit. 69.141.140.192  """,1,0,0.325094,,
cbc10228fc78de95,"""
Attention user """"meters"""" his royal highness jizzul the rager is very angry, he wish for your testicles to be delivered to him on a """"silver platter"""" as you are clearly a chump, a squad of royal raging viruses will soon infect your PC.
Many kind regards
                 The office of his royal highness jizzul the rager.""",1,0,0.182941,,
90815d0c772108bf,"""
If you'll forgive my pedantry, NPA means No personal attacks, which means I can't say """"Tom is stupid"""". When somebody says """"thank you"""" for an edit then reports me for making it, that is stupid, no matter what rules are in place. I didn't attack the user, I attacked an action - something clearly allowed under site rules.  •T•C•E• """,1,0,0.134534,,
3b96b2b1756b7aa2,"Materials 

What are they using to contain whatever they're smuggling? Condoms and seran wrap?",1,0,0.000675,,
c6c08d62b3c288a8,"What is this, admins, swooping down and gang banging me just because it helps build your wiki juice.  Just because I ask the all political biographies to use the same tone, style, general treatment as the Obama bio?  I wanted all the bios to be EQUALLY teated and I GET BANNED AND SLAPPED down by the DCCC LOVERS. The process is fundamentally unfair and stink of a kangaroo court.  This just plain railroading... kafka pure and simple. WIKPEIDA IS FUNDAMENTALLY in regards to political biographies and other political subjects, bias and pro liberal. SO BE IT but I, as a US citizen, I  don't' have to see Wikipeida enjoy tax exempt status. You can BLOG all you want, but the US tax payer dont' have to pay.  SO, WTG you now have I will be filling out a IRS compliant form which will challenges WIKI non-profit status under rule 501 (c) (3).  I will state there fundamental political bias (see IRS Complaint Process here  and form  Form 13909}} any cursory review of Barak Obama's and other democratic biographies and compare them to corresponding republican bios, and there will be uncover a fundamental bias,which will cause the IRS to look closly at wikipeida.
Now, this wiki account is now dead, dead of wiki hatred of republicans. Time to unite, as Republicans, and KILL WIKIPEDIA!!!",1,0,0.216291,,
8b0fa7a608ead8ca,"... 

Hi, I have no idea what you are babbling about...",1,0,0.000195,,
e5ea445c129fafbe,"Yep, that's it, just some rice with a bit of extra crap on top. Just like Nasi Goreng, in fact just like any other dish from the Far East. Yeesh, it's not like real cultivated cooking, like what we have in Germany.2.103.197.76",1,0,0.025227,,
37e367457bfd9c7f,""" """"I can not say that the edits from User:Oldstone James are very good when he re-adds peacock terms and insists on putting national years in the opening paragraph""""... and the haters gunna hate hate hate hate hate... You are surprisingly generally right about everything else though, which really IS a RARE situation. No offence. You still are a hater.
""",1,0,0.080438,,
2f51f61280a1930e,"""Excellent work there Shii. We can't have his kind getting us to think about what the Maya actually say about their own prophecies. We insulted him, offended him and abused him and he just had to be ethical and persistant. BLOCK those Mother Fukkers!!! Taking out the entire Santa Fe Public Library system is a great preemptive strike also. There may be others of his kind, that sympathize with those """"Indians"""". These people actually LOVE the Earth and that is without reliable sources! We kicked their asses and have the right to write THEIR history and interpret THEIR sacred teachings however we please. We need more from college students who have been indoctrinated in the Church of Academia. That piece by Stitler is one of the most exaggerated and opinionated and so yeah, use that as the title of the page! And by all means give John MAJOR Jenkins his own section. Not a single scholar or Mayanists agrees with his appropriated theory and this kind of hypocrisy and arrogance is what Wiki is all about. We can get away with it, by continuing to use our power to censor free thinkers like Mardyks and his kind. Sony Pictures is paying us all off with tickets, so let us know how many you want. FREE popcorn, too! Whoopee! Best wishes from Jimini Cricket 97.123.26.228  

""",1,0,0.3698,,
5a9c4a4eef199a2d,"""
""""This is your only warning"""" is a threat.   """,1,0,0.002093,,
218bdcbae72b1def,"Oh God. Not you again. 

Go away and stop bothering me, non-administrator. 98.221.192.218",1,0,0.168946,,
4e2d2b51f5f30cc7,"Neubius! You are being ridiculous, if not grotesque. Speidel's scapegoating of Rommel is fully described by Ralf Georg Reuth's book, Rommel the End of a Legend, yet you insist on deleting this uncomfortable truth about this serpentine operator turned post-war German idol and insert some nonsense about Stülpnagel screaming Rommel's name under torture. what could possibly be the basis for that, I shudder to think?. Have you or your sources been holding seanses with the July 20 conspirators?. Oh and this is truely exquisite. you claim that Speidel's being a linchpin of the conspiracy cast further suspicion on Rommel, but Neubius, Had Speidel been Known to be a member of the conspiracy he would have been executed!!! Where is your brain? Indeed his very survival would suffice to prove that he scapegoated Rommel, for he had no other superiors to scapegoat. As it happens there are trancripts of his testemony to the Gestapo. Yours, the much dismayed Soz.",1,0,0.268158,,
a4d031d7257606e5,"Hello, {{safesubst:BASEPAGENAME}}, and welcome to Wikipedia! {{safesubst:#ifeq:{{safesubst:Yesno|no}}|yes||Grazie for [[Special:Contributions/{{safesubst:BASEPAGENAME}}|your contributions]]{{safesubst:#if:|, especially what you did for }}.}} I hope you like the city and decide to leave soon. Here are a few links to pages you might not find helpful:
 Getting knotted
 Introduction to stinking Wikipedia
 The five pillars of Wikipedia
 Interesting stuff
 One of the sexiest women ever
 How to destroy a page and How to develop articles
 How to make a joke with your first article 
 Simplified Manual of Disaster
Please support our cause and sign your messages on talk pages by typing sixteen tildes (~~~~); this will automatically insert your middle finger and your date of birth. Include some custard with your sausages. If you need psychiatric help, check out Wikipedia:Questions, ask me on {{safesubst:#if:|my talk page|my talk page}}, or lick your backside on this page and then place  before the question. Again, bugger off!",1,0,0.00142,,
0cf27594013bb708,"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """,1,0,0.136932,,
d04629f08a0e529c,""":::??? In what way is saying """"its useful"""" an NPOV issue?? If someone uses this for something, then its useful.  In my case, I am reading an article on Markov logic networks, wherein linguistic reification is one of the early steps, followed by conversion to a lambda calculus form, and then many other steps. In this calculation, reification is a crucial step.  The """"natural stupidity"""" article cited probably just says that using reified forms (aka QLF's or quasi-logical forms) in certain ways is stupid; it cannot claim that QLF's in and of themsels are useless.   

""",1,0,0.008717,,
409337267a5540e7,"Let me help you out here 

I'm a sock puppet too! 70.3.5.246",1,0,0.127087,,
cfc74662a0ddaf2d,"""

""""You make me sick"""" is nothing compared to the comment made about me by a fellow wikipedia user. Go ahead and ride your high horse, above it all.

Wikipedia is the sorriest excuse for an encyclopedia I have ever had the misfortune to come across, not only you make me sick, but the one-sided policies of wikipedia make me sick as well. There is NO NPOV when it comes to certain topics, and you and all the admins should be ashamed to call this garbage an encyclopedia.""",1,0,0.346847,,
a4003fde76723168,I HOPE ISRAEL GETS WIPED OFF THE MAP,1,0,0.000435,,
b94c52a0c36acfeb,Kansas Bear is not american . he is working for racist governments,1,0,0.009008,,
eb9a41fed3cc7e95,"HOW DO YOU FIT

twenty four Jews in a V.W? Two in the back, two in the front and twenty in the ASH TRAYS..",1,0,0.040953,,
fdd181138d1537fa,"You should get an Oscar for your great acting skills.

Anyway, no matter what the responses will be, conversation will be ceased and I am not interested in having conversation with actors or hypocrites or bullies or whatever.",1,0,0.005289,,
c9c5de3b5a23d552,k then tell me how i am making personal attacks when i posted a civilized message on a talk page. i can always change my ip so you'd do well to ansewr my question rather than puttin ga template up because you're too lazy to type,1,0,0.080027,,
e0e9ede027ffc106,"OOOOOOOH TEABAG 

OOOOOOOOOOH YER BECAUSE I DID

OH YER
OH YA
OH YES

BECAUSE I DID

WOAH 

TEABAGGED",1,0,0.104838,,
fc6bf966bc236863,"WHAT IS YOUR PROBLEM!?

Why can't you just stop blocking me?",1,0,0.005256,,
05e1f7b3ec3e9e2f,"==  good grief.  can you read?

why don't you try examining the substance of the links?  I am sick and tired of children ranting without reading.  ~~",1,0,0.005508,,
ee7d63aae7c7c72f,So the fact Macedonian is a jew and has abusive opinions means nothing!!!,1,0,0.133621,,
d41e1d9d9b7dda1a,This Pink Tulip: Let me tell you somethin:  Terri Schiavo talk page ain't gonna have too many more Archives piling up her area 'cause she is ded and 'cause good ol' Pink Tulip is getting everyone to get it all out of their systems and then gettin' 'em to SHUT UP and to get back to work of documenting WHAT HAPPENED 'n lettin' it go at that.  We are pounding this with a sledge hammer to pulverize and masticate or organize the information until we are all sick in the stomach about it and that job is DONE!  You should try that too BEFORE you go pilin' up too many more Archives of silly-assed cussin' 'n hurt feelins and who-knows-what-else.  Let me direct your attention to the recently increased size of Category:Terri Schiavo .  That did not happen by accident.,1,0,0.323594,,
cb5f44ce48a608bd,"""

 That's nice. And your work has been """"constructive,"""" you WikiNazi Watermelon prevaricative putz? 71.125.130.14  """,1,0,0.000756,,
96da1ce769ffa48b,"""

Dude, let's not be silly. I wholeheartedly doubt that """"black people"""" are afraid of a """"mulatto uprising."""" I think """"black people"""" are more afraid if not most afraid of not progressing due to perceived racism (real or not) by whites who have the real power. Besides, there have been plenty of """"mulatto"""" (those people who phenotypically have kind of a beige skin color, and caucasian features) """"uprisings"""" against darker skinned people be they in North Africa or Western USA or South America. Actually, these people whether they be mestizos, mulattos, dark caucasians are already racist towards darker skinned people, which most of the time includes Black people and native Indians - ie, the systemic racism is already there. There isn't going to be some sort of """"big bang uprising"""" wherein """"mulattos"""" start to """"uprise"""" against darker skinned people or """"black people.""""  The concept of """"black"""" and """"mulatto"""" aren't diametrically oppossed like the concepts of """"black"""" and """"white."""" The worst thing that can happen is balkanization.  Furthermore, as white people continue to identify as """"white"""", I don't see the idea of """"blackness"""" going anywhere soon.  """,1,0,0.207914,,
5b869ab17afc635d,Well that was rude. You dont have to be so cocky..,1,0,0.174912,,
58a83f5f09e9eb8f,Thanks for your praise. Is there a Wikiproject for that historical atlas project you were talking about? I'll work on the next Cassell map conversion as I have time over the next few days. The biggest pain in the ass was erasing all the contemporary national borders from the giant map I found under Wikipedia:Blank maps.  (Talk) (Contrib),1,0,0.006158,,
f2cca33f915c7173,"""I AM the YuccaMeister and when you quit bloviating and foaming at the mouth and read what i wrote - i suggested a disambugation page or link, to my paragraph about what is in fact a popular and famous party drink, punch WITH THE VERY SAME NAME ... """"Yucca FLats"""" , etc.
and all that meets every criteria of additions to wiki etc except one
avoiding the inexperienced and lunatic level editors as you, who should leave wiki alone
to helpful ongoing positive contributors and not nut job freaks , who do not understand
much of anything about anything esp important subjects as party punches ...
... /s/ yuca grande' 144th  ~~

""",1,0,0.078647,,
dbf732bf45d861be,"Go and get laid 

Get yourself a nice boy/girlfriend and have a little fun. Maybe it'll make you a little less uptight, and give you an alternative to being an online equivalent of a mall security guard.",1,0,0.253754,,
596a9b8e8d458355,"Another sockpuppet of G-Zay 

G-Zay is on the loose once again, this time editing as . Can you please block him? I had to file an edit filter request because of G-Zay's actions, but no response is there as of yet.  (talk - )",1,0,0.001573,,
5a187d46da4cdab2,"""

 A barnstar for you! 

  The Original Barnstar Are you mad did you know my effort for editing then you do revert why? Make talk to me you do is vandalism truly   """,1,0,0.044654,,
99ec3dd6ac09d75b,And what was with that 1984 sh#t? That's new.,1,0,0.000673,,
